qa_review_id,alert_id,alert_date,rule_id,rule_name,analyst_id,qa_reviewer_id,risk_score,review_minutes,alert_age_days,disposition,qa_result,qa_issue
QA0838,ALT00220,2026-08-27,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,47.0,44,8,Close - False Positive,Pass,None
QA0839,ALT02870,2026-02-04,R006,P2P Funnel Activity,ANL06,ANL12,83.0,40,11,Close - False Positive,Pass,None
QA0840,ALT01667,2026-02-15,R005,High-Value Wire,ANL02,ANL12,64.0,33,4,Close - False Positive,Pass,None
QA0841,ALT01648,2026-09-02,R004,Unusual Volume Increase,ANL03,ANL12,49.0,61,1,Escalate to Case,Pass,None
QA0842,ALT00260,2026-04-24,R007,Cash Intensive Business,ANL03,ANL12,56.0,8,2,Escalate to Case,Pass,None
QA0843,ALT02146,2026-01-22,R006,P2P Funnel Activity,ANL07,ANL12,79.0,48,5,Close - Explained Activity,Pass,None
QA0844,ALT02299,2026-04-28,R006,P2P Funnel Activity,ANL12,ANL12,71.0,53,10,Close - Explained Activity,Pass,None
QA0845,ALT02092,2026-08-21,R004,Unusual Volume Increase,ANL02,ANL12,33.0,44,6,Close - False Positive,Pass,None
QA0846,ALT01729,2026-09-15,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,55.0,29,10,Close - False Positive,Pass,None
QA0847,ALT00789,2026-03-22,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,63.0,21,6,Escalate to Case,Pass,None
QA0848,ALT02326,2026-05-04,R007,Cash Intensive Business,ANL06,ANL12,54.0,31,7,Escalate to Case,Pass,None
QA0849,ALT00614,2026-07-16,R001,Structuring / Cash Activity,ANL11,ANL12,8.0,29,9,Close - Explained Activity,Pass,None
QA0850,ALT00999,2026-01-04,R004,Unusual Volume Increase,ANL08,ANL12,53.0,35,8,Escalate to Case,Pass,None
QA0851,ALT01310,2026-04-23,R007,Cash Intensive Business,ANL04,ANL12,57.0,61,9,Escalate to Case,Pass,None
QA0852,ALT03468,2026-04-23,R004,Unusual Volume Increase,ANL09,ANL12,54.0,35,5,Close - Explained Activity,Pass,None
QA0853,ALT02204,2026-09-18,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,58.0,40,8,Escalate to Case,Pass,None
QA0854,ALT02738,2026-05-15,R007,Cash Intensive Business,ANL11,ANL12,50.0,45,4,Escalate to Case,Pass,None
QA0855,ALT01571,2026-06-23,R005,High-Value Wire,ANL05,ANL12,83.0,41,4,Escalate to Case,Pass,None
QA0856,ALT00699,2026-05-25,R007,Cash Intensive Business,ANL11,ANL12,82.0,28,24,Close - Explained Activity,Pass,None
QA0857,ALT03169,2026-02-01,R006,P2P Funnel Activity,ANL05,ANL12,62.0,9,10,Close - Explained Activity,Pass,None
QA0858,ALT00395,2026-02-01,R003,Rapid Movement of Funds,ANL03,ANL12,83.0,36,16,Close - False Positive,Pass,None
QA0859,ALT01397,2026-05-03,R001,Structuring / Cash Activity,ANL03,ANL12,57.0,42,5,Close - False Positive,Pass,None
QA0860,ALT02375,2026-04-30,R003,Rapid Movement of Funds,ANL10,ANL12,67.0,53,9,Close - Explained Activity,Pass,None
QA0861,ALT00503,2026-05-23,R004,Unusual Volume Increase,ANL04,ANL12,43.0,29,2,Close - False Positive,Pass,None
QA0862,ALT01424,2026-04-18,R001,Structuring / Cash Activity,ANL07,ANL12,77.0,42,29,Escalate to Case,Pass,None
QA0863,ALT00624,2026-09-24,R003,Rapid Movement of Funds,ANL01,ANL12,73.0,26,16,Escalate to Case,Pass,None
QA0864,ALT02101,2026-08-25,R005,High-Value Wire,ANL04,ANL12,43.0,38,14,Close - False Positive,Pass,None
QA0865,ALT02857,2026-05-16,R001,Structuring / Cash Activity,ANL09,ANL12,67.0,33,14,Close - False Positive,Pass,None
QA0866,ALT03523,2026-04-10,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,52.0,25,17,Escalate to Case,Pass,None
QA0867,ALT01678,2026-01-13,R005,High-Value Wire,ANL07,ANL12,67.0,55,18,Close - Explained Activity,Pass,None
QA0868,ALT01117,2026-07-16,R001,Structuring / Cash Activity,ANL06,ANL12,33.0,41,11,Escalate to Case,Pass,None
QA0869,ALT01683,2026-05-16,R003,Rapid Movement of Funds,ANL03,ANL12,74.0,46,6,Escalate to Case,Fail,KYC Context Missing
QA0870,ALT02202,2026-03-11,R008,Dormant Account Reactivation,ANL07,ANL12,38.0,42,8,Close - False Positive,Pass,None
QA0871,ALT00474,2026-04-02,R004,Unusual Volume Increase,ANL11,ANL12,43.0,19,11,Close - False Positive,Pass,None
QA0872,ALT01299,2026-07-20,R001,Structuring / Cash Activity,ANL01,ANL12,57.0,43,6,Close - False Positive,Pass,None
QA0873,ALT01759,2026-08-29,R001,Structuring / Cash Activity,ANL03,ANL12,70.0,49,13,Close - False Positive,Pass,None
QA0874,ALT00801,2026-01-01,R004,Unusual Volume Increase,ANL11,ANL12,58.0,43,7,Escalate to Case,Pass,None
QA0875,ALT01680,2026-01-01,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,77.0,46,1,Close - False Positive,Fail,KYC Context Missing
QA0876,ALT03245,2026-03-25,R004,Unusual Volume Increase,ANL06,ANL12,49.0,21,20,Escalate to Case,Pass,None
QA0877,ALT01750,2026-02-01,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,68.0,26,13,Close - False Positive,Pass,None
QA0878,ALT02050,2026-08-29,R004,Unusual Volume Increase,ANL08,ANL12,57.0,48,7,Escalate to Case,Pass,None
QA0879,ALT00719,2026-07-31,R003,Rapid Movement of Funds,ANL02,ANL12,81.0,41,3,Close - Explained Activity,Fail,Incomplete Transaction Review
QA0880,ALT03490,2026-09-01,R008,Dormant Account Reactivation,ANL07,ANL12,71.0,39,8,Close - False Positive,Pass,None
QA0881,ALT00835,2026-05-16,R006,P2P Funnel Activity,ANL10,ANL12,83.0,14,10,Escalate to Case,Pass,None
QA0882,ALT00572,2026-02-15,R003,Rapid Movement of Funds,ANL04,ANL12,82.0,34,19,Close - Explained Activity,Pass,None
QA0883,ALT02338,2026-05-26,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,54.0,27,1,Close - False Positive,Pass,None
QA0884,ALT00577,2026-08-08,R003,Rapid Movement of Funds,ANL08,ANL12,73.0,37,10,Close - False Positive,Pass,None
QA0885,ALT00201,2026-03-05,R008,Dormant Account Reactivation,ANL03,ANL12,61.0,37,1,Close - Explained Activity,Pass,None
QA0886,ALT00409,2026-06-26,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,64.0,39,9,Escalate to Case,Pass,None
QA0887,ALT01262,2026-02-27,R004,Unusual Volume Increase,ANL04,ANL12,68.0,24,12,Escalate to Case,Pass,None
QA0888,ALT01513,2026-05-09,R001,Structuring / Cash Activity,ANL03,ANL12,84.0,32,6,Close - False Positive,Fail,Disposition Not Supported
QA0889,ALT00925,2026-08-21,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,60.0,38,7,Close - Explained Activity,Pass,None
QA0890,ALT01418,2026-07-15,R003,Rapid Movement of Funds,ANL09,ANL12,55.0,22,10,Escalate to Case,Pass,None
QA0891,ALT01321,2026-09-28,R007,Cash Intensive Business,ANL04,ANL12,78.0,25,17,Escalate to Case,Pass,None
QA0892,ALT02677,2026-05-06,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,79.0,44,15,Close - Explained Activity,Pass,None
QA0893,ALT00873,2026-05-08,R004,Unusual Volume Increase,ANL11,ANL12,97.0,47,3,Escalate to Case,Fail,Escalation Rationale Weak
QA0894,ALT02446,2026-09-20,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,53.0,39,6,Escalate to Case,Fail,KYC Context Missing
QA0895,ALT02334,2026-05-19,R006,P2P Funnel Activity,ANL04,ANL12,78.0,41,6,Close - False Positive,Fail,Incomplete Transaction Review
QA0896,ALT03147,2026-05-27,R003,Rapid Movement of Funds,ANL09,ANL12,86.0,46,20,Close - False Positive,Fail,Disposition Not Supported
QA0897,ALT02943,2026-07-24,R001,Structuring / Cash Activity,ANL12,ANL12,67.0,31,9,Escalate to Case,Pass,None
QA0898,ALT00009,2026-08-16,R001,Structuring / Cash Activity,ANL03,ANL12,91.0,57,3,Close - Explained Activity,Fail,Insufficient Narrative
QA0899,ALT01709,2026-02-13,R004,Unusual Volume Increase,ANL03,ANL12,44.0,49,3,Escalate to Case,Pass,None
QA0900,ALT03026,2026-02-16,R007,Cash Intensive Business,ANL04,ANL12,64.0,35,11,Close - False Positive,Pass,None
